name,hex,link
Kelly Green,#4cbb17,https://en.wikipedia.org/wiki/Shades_of_green#Kelly_green
Keppel,#3ab09e,https://en.wikipedia.org/wiki/Shades_of_cyan#Keppel
Key Lime,#e8f48c,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite
Khaki,#f0e68c,https://en.wikipedia.org/wiki/Khaki_(color)#Light_khaki
Kobe,#882d17,https://en.wikipedia.org/wiki/Indian_red_(color)#Kobe
Kobi,#e79fc4,https://en.wikipedia.org/wiki/Red-violet#Kobi
Kobicha,#6b4423,https://en.wikipedia.org/wiki/Kobicha
Kombu Green,#354230,https://en.wikipedia.org/wiki/Chartreuse_(color)#Kombu_green
Languid Lavender,#d6cadd,https://en.wikipedia.org/wiki/Lavender_(color)#Languid_lavender
Lapis Lazuli,#26619c,https://en.wikipedia.org/wiki/Shades_of_azure#Lapis_lazuli
Laser Lemon,#ffff66,https://en.wikipedia.org/wiki/Lemon_(color)#Laser_lemon
Laurel Green,#a9ba9d,https://en.wikipedia.org/wiki/Shades_of_green#Laurel_green
Lava,#cf1020,https://en.wikipedia.org/wiki/Lava_(color)
Lavender,#b57edc,https://en.wikipedia.org/wiki/Lavender_(color)#Lavender_(floral)
Lavender Blue,#ccccff,https://en.wikipedia.org/wiki/Lavender_(color)#Lavender_blue
Lavender Blush,#fff0f5,https://en.wikipedia.org/wiki/Lavender_(color)#Lavender_blush
Lavender Gray,#c4c3d0,https://en.wikipedia.org/wiki/Lavender_(color)#Lavender_gray
Lawn Green,#7cfc00,https://en.wikipedia.org/wiki/Chartreuse_(color)#Lawn_green
Lemon,#fff700,https://en.wikipedia.org/wiki/Lemon_(color)
Lemon Chiffon,#fffacd,https://en.wikipedia.org/wiki/Lemon_chiffon
Lemon Curry,#cca01d,https://en.wikipedia.org/wiki/Lemon_(color)#Lemon_curry
Lemon Glacier,#fdff00,https://en.wikipedia.org/wiki/Lemon_(color)#Lemon_glacier
Lemon Meringue,#f6eabe,https://en.wikipedia.org/wiki/Lemon_(color)#Lemon_meringue
Lemon Yellow,#fff44f,https://en.wikipedia.org/wiki/Lemon_(color)#Lemon_yellow
Liberty,#545aa7,https://en.wikipedia.org/wiki/Shades_of_blue#Liberty
Light French Beige,#c8ad7f,https://en.wikipedia.org/wiki/Beige#Light_French_beige
Light Blue,#add8e6,https://en.wikipedia.org/wiki/Light_blue
Light Coral,#f08080,https://en.wikipedia.org/wiki/Coral_(color)#Light_coral
Light Cornflower Blue,#93ccea,https://en.wikipedia.org/wiki/Cornflower_blue#Crayola
Light Cyan,#e0ffff,https://en.wikipedia.org/wiki/Shades_of_cyan#Light_cyan
Light Goldenrod Yellow,#fafad2,https://en.wikipedia.org/wiki/Goldenrod_(color)#Light_goldenrod_yellow
Light Gray,#d3d3d3,https://en.wikipedia.org/wiki/Grey#Web_colors
Light Green,#90ee90,https://en.wikipedia.org/wiki/X11_color_names#Color_names
Light Orange,#fed8b1,https://en.wikipedia.org/wiki/Shades_of_orange#Light_orange
Light Periwinkle,#c5cbe1,https://en.wikipedia.org/wiki/Periwinkle_(color)#Light_periwinkle
Light Pink,#ffb6c1,https://en.wikipedia.org/wiki/Shades_of_pink#Light_pink
Light Salmon,#ffa07a,https://en.wikipedia.org/wiki/Salmon_(color)#Light_salmon
Light Sea Green,#20b2aa,https://en.wikipedia.org/wiki/Shades_of_cyan#Light_sea_green
Light Sky Blue,#87cefa,https://en.wikipedia.org/wiki/Sky_blue#Light_sky_blue
Light Slate Gray,#778899,https://en.wikipedia.org/wiki/Slate_gray#Light_slate_gray
Light Steel Blue,#b0c4de,https://en.wikipedia.org/wiki/Steel_blue#Light_steel_blue
Light Yellow,#ffffe0,https://en.wikipedia.org/wiki/Shades_of_yellow#Light_yellow
Lilac,#c8a2c8,https://en.wikipedia.org/wiki/Lilac_(color)
Lilac Luster,#ae98aa,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Lime,#bfff00,https://en.wikipedia.org/wiki/Lime_(color)
Lime Green,#32cd32,https://en.wikipedia.org/wiki/Lime_(color)#Lime_green
Lincoln Green,#195905,https://en.wikipedia.org/wiki/Lincoln_green
Linen,#faf0e6,https://en.wikipedia.org/wiki/Linen_(color)
Lion,#c19a6b,https://en.wikipedia.org/wiki/Lion_(color)
Liseran Purple,#de6fa1,https://en.wikipedia.org/wiki/Shades_of_purple#Liseran_purple
Little Boy Blue,#6ca0dc,https://en.wikipedia.org/wiki/Baby_blue#Little_boy_blue
Liver,#674c47,https://en.wikipedia.org/wiki/Liver_(color)
Liver Chestnut,#987456,https://en.wikipedia.org/wiki/Liver_(color)
Livid,#6699cc,https://en.wikipedia.org/wiki/Blue-gray
MSU Green,#18453b,https://en.wikipedia.org/wiki/Shades_of_green#MSU_green
Macaroni and Cheese,#ffbd88,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors
Madder Lake,#cc3336,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#1903:_the_original_Crayola_colors
Magenta,#ff00ff,https://en.wikipedia.org/wiki/Magenta
Magenta Haze,#9f4576,https://en.wikipedia.org/wiki/Shades_of_magenta#Magenta_haze
Magic Mint,#aaf0d1,https://en.wikipedia.org/wiki/Spring_green_(color)#Magic_mint
Magnolia,#f2e8d7,https://en.wikipedia.org/wiki/Magnolia_(color)
Mahogany,#c04000,https://en.wikipedia.org/wiki/Mahogany_(color)
Maize,#fbec5d,https://en.wikipedia.org/wiki/Maize_(color)
Majorelle Blue,#6050dc,https://en.wikipedia.org/wiki/Majorelle_Blue
Malachite,#0bda51,https://en.wikipedia.org/wiki/Shades_of_green#Malachite
Manatee,#979aaa,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Mandarin,#f37a48,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite
Mango,#fdbe02,https://en.wikipedia.org/wiki/Shades_of_yellow#Mango
Mango Tango,#ff8243,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Mantis,#74c365,https://en.wikipedia.org/wiki/Shades_of_green#Mantis
Mardi Gras,#880085,https://en.wikipedia.org/wiki/Shades_of_purple#Mardi_Gras
Marigold,#eaa221,https://en.wikipedia.org/wiki/Marigold_(color)
Maroon,#c32148,https://en.wikipedia.org/wiki/Maroon#Bright_maroon
Mauve,#e0b0ff,https://en.wikipedia.org/wiki/Mauve
Mauve Taupe,#915f6d,https://en.wikipedia.org/wiki/Taupe#Mauve_taupe
Mauvelous,#ef98aa,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Blue,#47abcc,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Blue Green,#30bfbf,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Blue Purple,#acace6,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Green,#5e8c31,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Green Yellow,#d9e650,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Purple,#733380,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Red,#d92121,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Red Purple,#a63a79,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Maximum Yellow,#fafa37,https://en.wikipedia.org/wiki/Shades_of_yellow#Maximum_yellow
Maximum Yellow Red,#f2ba49,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
May Green,#4c9141,https://en.wikipedia.org/wiki/Spring_bud#May_green
Maya Blue,#73c2fb,https://en.wikipedia.org/wiki/Maya_blue
Medium Aquamarine,#66ddaa,https://en.wikipedia.org/wiki/Aquamarine_(color)
Medium Blue,#0000cd,https://en.wikipedia.org/wiki/Shades_of_blue#Medium_blue
Medium Candy Apple Red,#e2062c,https://en.wikipedia.org/wiki/Candy_apple_red_(color)#Medium_candy_apple_red
Medium Carmine,#af4035,https://en.wikipedia.org/wiki/Carmine_(color)#Medium_Carmine
Medium Champagne,#f3e5ab,https://en.wikipedia.org/wiki/Champagne_(color)#Medium_champagne
Medium Orchid,#ba55d3,https://en.wikipedia.org/wiki/X11_color_names#Color_names
Medium Purple,#9370db,https://en.wikipedia.org/wiki/Shades_of_purple#Medium_purple_(X11)
Medium Sea Green,#3cb371,https://en.wikipedia.org/wiki/Spring_green_(color)#Medium_sea_green
Medium Slate Blue,#7b68ee,https://en.wikipedia.org/wiki/X11_color_names#Color_names
Medium Spring Green,#00fa9a,https://en.wikipedia.org/wiki/Spring_green_(color)#Medium_spring_green
Medium Turquoise,#48d1cc,https://en.wikipedia.org/wiki/Turquoise_(color)#Medium_turquoise
Medium Violet-Red,#c71585,https://en.wikipedia.org/wiki/Red-violet
Mellow Apricot,#f8b878,https://en.wikipedia.org/wiki/Apricot_(color)#Mellow_apricot
Mellow Yellow,#f8de7e,https://en.wikipedia.org/wiki/Shades_of_yellow#Mellow_yellow
Melon,#febaad,https://en.wikipedia.org/wiki/Shades_of_orange#Melon
Metallic Seaweed,#0a7e8c,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Metallic_FX
Metallic Sunburst,#9c7c38,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Metallic_FX
Metallic Gold,#d3af37,https://en.wikipedia.org/wiki/Gold_(color)#Metallic_gold
Mexican Pink,#e4007c,https://en.wikipedia.org/wiki/Mexican_pink
Middle Blue,#7ed4e6,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Blue Green,#8dd9cc,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Blue Purple,#8b72be,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Green,#4d8c57,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Green Yellow,#acbf60,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Grey,#8b8680,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Purple,#d982b5,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Red,#e58e73,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Red Purple,#a55353,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Yellow,#ffeb00,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Middle Yellow Red,#ecb176,https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926%E2%80%931944
Midnight,#702670,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite
Midnight Blue,#191970,https://en.wikipedia.org/wiki/Midnight_blue
Midnight Green,#004953,https://en.wikipedia.org/wiki/Shades_of_green#Mint_green
Mikado Yellow,#ffc40c,https://en.wikipedia.org/wiki/Mikado_yellow
Mimi Pink,#ffdae9,https://en.wikipedia.org/wiki/Shades_of_pink#Mimi_Pink
Mindaro,#e3f988,https://en.wikipedia.org/wiki/Chartreuse_(color)#Mindaro
Ming,#36747d,https://en.wikipedia.org/wiki/Blue-green#Ming
Minion Yellow,#f5e050,https://en.wikipedia.org/wiki/Minions_(film)#Marketing_and_release
Mint,#3eb489,https://en.wikipedia.org/wiki/Spring_green_(color)#Mint
Mint Cream,#f5fffa,https://en.wikipedia.org/wiki/Spring_green_(color)#Mint_cream
Mint Green,#98ff98,https://en.wikipedia.org/wiki/Spring_green_(color)#Mint_green
Misty Moss,#bbb477,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Misty Rose,#ffe4e1,https://en.wikipedia.org/wiki/Rose_(color)#Misty_rose
Mode Beige,#967117,https://en.wikipedia.org/wiki/Beige#Mode_beige
Mona Lisa,#ff948e,https://en.wikipedia.org/wiki/Shades_of_pink#Mona_Lisa
Morning Blue,#8da399,https://en.wikipedia.org/wiki/Shades_of_blue#Morning_blue
Moss Green,#8a9a5b,https://en.wikipedia.org/wiki/Shades_of_green#Mint_green
Mountain Meadow,#30ba8f,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Mountbatten Pink,#997a8d,https://en.wikipedia.org/wiki/Mountbatten_pink
Mulberry,#c54b8c,https://en.wikipedia.org/wiki/Shades_of_purple#Mulberry
Mustard,#ffdb58,https://en.wikipedia.org/wiki/Mustard_(color)
Myrtle Green,#317873,https://en.wikipedia.org/wiki/Shades_of_green#Mint_green
Mystic,#d65282,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite
Mystic Maroon,#ad4379,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Nadeshiko Pink,#f6adc6,https://en.wikipedia.org/wiki/Shades_of_pink
Naples Yellow,#fada5e,https://en.wikipedia.org/wiki/Naples_yellow
Navajo White,#ffdead,https://en.wikipedia.org/wiki/Navajo_white
Navy Blue,#000080,https://en.wikipedia.org/wiki/Navy_blue
Neon Blue,#4666ff,https://en.wikipedia.org/wiki/Shades_of_blue#Neon_blue
Neon Fuchsia,#fe4164,https://en.wikipedia.org/wiki/Fuchsia_(color)#Neon_fuchsia
Neon Green,#39ff14,https://en.wikipedia.org/wiki/Shades_of_green#Neon_green
New York Pink,#d7837f,https://en.wikipedia.org/wiki/Shades_of_pink#New_York_pink
Nickel,#727472,https://en.wikipedia.org/wiki/Shades_of_gray#Nickel
Non-Photo Blue,#a4dded,https://en.wikipedia.org/wiki/Non-photo_blue
Nyanza,#e9ffdb,https://en.wikipedia.org/wiki/Chartreuse_(color)#Nyanza
OU Crimson Red,#841617,https://en.wikipedia.org/wiki/Shades_of_red#OU_crimson
Ochre,#cc7722,https://en.wikipedia.org/wiki/Ochre
Old Burgundy,#43302e,https://en.wikipedia.org/wiki/Burgundy_(color)#Old_burgundy
Old Gold,#cfb53b,https://en.wikipedia.org/wiki/Old_gold
Old Lace,#fdf5e6,https://en.wikipedia.org/wiki/Shades_of_white#Old_lace
Old Lavender,#796878,https://en.wikipedia.org/wiki/Lavender_(color)#Old_lavender
Old Mauve,#673147,https://en.wikipedia.org/wiki/Mauve#Old_mauve
Old Rose,#c08081,https://en.wikipedia.org/wiki/Rose_(color)#Old_rose
Old Silver,#848482,https://en.wikipedia.org/wiki/Silver_(color)#Old_silver
Olive,#808000,https://en.wikipedia.org/wiki/Olive_(color)
Olive Drab #7,#3c341f,https://en.wikipedia.org/wiki/Olive_drab
Olive Drab,#6b8e23,https://en.wikipedia.org/wiki/Olive_drab
Olive Green,#b5b35c,https://en.wikipedia.org/wiki/Olive_(color)#Olive_green
Olivine,#9ab973,https://en.wikipedia.org/wiki/Olive_(color)#Olivine
Onyx,#353839,https://en.wikipedia.org/wiki/Shades_of_black_(colors)#Onyx
Opal,#a8c3bc,https://en.wikipedia.org/wiki/Shades_of_gray#Opal
Opera Mauve,#b784a7,https://en.wikipedia.org/wiki/Mauve#Opera_mauve
Orange,#ff7f00,https://en.wikipedia.org/wiki/Orange_(colour)
Orange Peel,#ff9f00,https://en.wikipedia.org/wiki/Orange_peel_(color)
Orange Soda,#fa5b3d,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Heads_'n_Tails
Orange-Red,#ff681f,https://en.wikipedia.org/wiki/Vermilion#Orange-red
Orange-Yellow,#f5bd1f,https://en.wikipedia.org/wiki/Marigold_(color)#Orange-yellow
Orchid,#da70d6,https://en.wikipedia.org/wiki/Orchid_(color)
Orchid Pink,#f2bdcd,https://en.wikipedia.org/wiki/Orchid_(color)#Orchid_pink
Outer Space,#2d383a,https://en.wikipedia.org/wiki/Shades_of_black#Outer_space_(Crayola)
Outrageous Orange,#ff6e4a,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Fluorescent_crayons
Oxblood,#4a0000,https://en.wikipedia.org/wiki/Oxblood
Oxford Blue,#002147,https://en.wikipedia.org/wiki/Oxford_Blue_(colour)
Pacific Blue,#1ca9c9,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Pakistan Green,#006600,https://en.wikipedia.org/wiki/Shades_of_green#Pakistan_green
Palatinate Purple,#682860,https://en.wikipedia.org/wiki/Palatinate_(colour)
Pale Dogwood,#ed7a9b,https://en.wikipedia.org/wiki/Shades_of_pink#Pale_Dogwood
Pale Aqua,#bcd4e6,https://en.wikipedia.org/wiki/Aqua_(color)#Pale_aqua
Pale Cerulean,#9bc4e2,https://en.wikipedia.org/wiki/Cerulean#Pale_cerulean
Pale Pink,#fadadd,https://en.wikipedia.org/wiki/Shades_of_pink#Pale_pink
Pale Purple,#fae6fa,https://en.wikipedia.org/wiki/Shades_of_purple#Pale_purple
Pale Silver,#c9c0bb,https://en.wikipedia.org/wiki/Silver_(color)#Pale_silver
Pale Spring Bud,#ecebbd,https://en.wikipedia.org/wiki/Spring_bud#Pale_spring_bud
Pansy Purple,#78184a,https://en.wikipedia.org/wiki/Shades_of_purple#Pansy_purple
Paolo Veronese Green,#009b7d,https://en.wikipedia.org/wiki/Viridian#Paolo_Veronese_green
Papaya Whip,#ffefd5,https://en.wikipedia.org/wiki/Papaya_whip
Paradise Pink,#e63e62,https://en.wikipedia.org/wiki/Shades_of_pink#Paradise_pink
Parchment,#f1e9d2,https://en.wikipedia.org/wiki/Shades_of_white#Parchment
Paris Green,#50c878,https://en.wikipedia.org/wiki/Paris_green
Pastel Pink,#dea5a4,https://en.wikipedia.org/wiki/Shades_of_pink#Pastel_pink
Patriarch,#800080,https://en.wikipedia.org/wiki/Shades_of_purple#Purple_(HTML/CSS_color)_(patriarch)
Paua,#1f005e,https://en.wikipedia.org/wiki/Shades_of_purple#Paua
Payne's Grey,#536878,https://en.wikipedia.org/wiki/Payne%27s_grey
Peach,#ffe5b4,https://en.wikipedia.org/wiki/Peach_(color)
Peach Puff,#ffdab9,https://en.wikipedia.org/wiki/Peach_(color)#Peach_puff
Pear,#d1e231,https://en.wikipedia.org/wiki/Chartreuse_(color)#Pear
Pearly Purple,#b768a2,https://en.wikipedia.org/wiki/Shades_of_purple#Pearly_purple
Periwinkle,#ccccff,https://en.wikipedia.org/wiki/Periwinkle_(color)
Permanent Geranium Lake,#e12c2c,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Persian Blue,#1c39bb,https://en.wikipedia.org/wiki/Persian_blue
Persian Green,#00a693,https://en.wikipedia.org/wiki/Shades_of_green#Persian_green
Persian Indigo,#32127a,https://en.wikipedia.org/wiki/Persian_blue#Persian_indigo
Persian Orange,#d99058,https://en.wikipedia.org/wiki/Shades_of_orange#Persian_orange
Persian Pink,#f77fbe,https://en.wikipedia.org/wiki/Rose_(color)#Persian_pink
Persian Plum,#701c1c,https://en.wikipedia.org/wiki/Plum_(color)#Persian_plum_(prune)
Persian Red,#cc3333,https://en.wikipedia.org/wiki/Persian_red
Persian Rose,#fe28a2,https://en.wikipedia.org/wiki/Rose_(color)#Persian_rose
Persimmon,#ec5800,https://en.wikipedia.org/wiki/Shades_of_orange#Persimmon
Pewter Blue,#8ba8b7,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Phlox,#df00ff,https://en.wikipedia.org/wiki/Shades_of_purple#Psychedelic_purple_(phlox)
Phthalo Blue,#000f89,https://en.wikipedia.org/wiki/Phthalocyanine_Blue_BN
Phthalo Green,#123524,https://en.wikipedia.org/wiki/Phthalocyanine_Green_G
Picotee Blue,#2e2787,https://en.wikipedia.org/wiki/Shades_of_blue#Picotee_blue
Pictorial Carmine,#c30b4e,https://en.wikipedia.org/wiki/Carmine_(color)#Pictorial_carmine
Piggy Pink,#fddde6,https://en.wikipedia.org/wiki/Shades_of_pink#Piggy_pink
Pine Green,#01796f,https://en.wikipedia.org/wiki/Shades_of_green#Mint_green
Pine Tree,#2a2f23,https://en.wikipedia.org/wiki/Shades_of_green#Pine_tree
Pink,#ffc0cb,https://en.wikipedia.org/wiki/Pink
Pink Sherbet,#f78fa7,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors
Pink Lace,#ffddf4,https://en.wikipedia.org/wiki/Shades_of_pink#Pink_lace
Pink Lavender,#d8b2d1,https://en.wikipedia.org/wiki/Shades_of_pink#Pink_lavender
Pistachio,#93c572,https://en.wikipedia.org/wiki/Chartreuse_(color)#Pistachio
Platinum,#e5e4e2,https://en.wikipedia.org/wiki/Platinum_(color)
Plum,#8e4585,https://en.wikipedia.org/wiki/Plum_(color)
Plump Purple,#5946b2,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Heads_'n_Tails
Polished Pine,#5da493,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Pomp and Power,#86608e,https://en.wikipedia.org/wiki/Shades_of_purple#Pomp_and_Power
Popstar,#be4f62,https://en.wikipedia.org/wiki/Red-violet#Popstar
Portland Orange,#ff5a36,https://en.wikipedia.org/wiki/Portland_Orange
Powder Blue,#b0e0e6,https://en.wikipedia.org/wiki/Powder_blue
Princeton Orange,#f58025,https://en.wikipedia.org/wiki/Shades_of_orange#Princeton_orange
Process Yellow,#ffef00,https://en.wikipedia.org/wiki/Shades_of_yellow#Yellow_(CMYK)_(process_yellow)_(canary_yellow)
Prune,#701c1c,https://en.wikipedia.org/wiki/Plum_(color)#Persian_plum_(prune)
Prussian Blue,#003153,https://en.wikipedia.org/wiki/Prussian_blue
Psychedelic Purple,#df00ff,https://en.wikipedia.org/wiki/Psychedelic_purple
Puce,#cc8899,https://en.wikipedia.org/wiki/Puce
Pullman Brown,#644117,https://en.wikipedia.org/wiki/Brown#Business
Pumpkin,#ff7518,https://en.wikipedia.org/wiki/Shades_of_orange#Pumpkin
Purple,#6a0dad,https://en.wikipedia.org/wiki/Shades_of_purple#Purple
Purple Plum,#9c51b6,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Heads_'n_Tails
Purple Mountain Majesty,#9678b6,https://en.wikipedia.org/wiki/Lavender_(color)#Lavender_purple_(purple_mountain_majesty)
Purple Navy,#4e5180,https://en.wikipedia.org/wiki/Navy_blue#Purple_navy
Purple Pizzazz,#fe4eda,https://en.wikipedia.org/wiki/Shades_of_magenta#Purple_pizzazz
Purpureus,#9a4eae,https://en.wikipedia.org/wiki/Shades_of_purple#Purpureus
Queen Blue,#436b95,https://en.wikipedia.org/wiki/Royal_blue#Queen_blue
Queen Pink,#e8ccd7,https://en.wikipedia.org/wiki/Shades_of_pink#Queen_pink
Quick Silver,#a6a6a6,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Quinacridone Magenta,#8e3a59,https://en.wikipedia.org/wiki/Shades_of_magenta#Quinacridone_magenta
Radical Red,#ff355e,https://en.wikipedia.org/wiki/Amaranth_(color)#Radical_red_(bright_amaranth_pink)
Raisin Black,#242124,https://en.wikipedia.org/wiki/Raisin_black
Rajah,#fbab60,https://en.wikipedia.org/wiki/Saffron_(color)#Rajah
Raspberry,#e30b5d,https://en.wikipedia.org/wiki/Raspberry_(color)
Raspberry Glace,#915f6d,https://en.wikipedia.org/wiki/Raspberry_(color)#Raspberry_glace
Raspberry Rose,#b3446c,https://en.wikipedia.org/wiki/Raspberry_(color)#Raspberry_rose
Raw Sienna,#d68a59,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors
Raw Umber,#826644,https://en.wikipedia.org/wiki/Umber#Raw_umber
Razzle Dazzle Rose,#ff33cc,https://en.wikipedia.org/wiki/Rose_(color)#Razzle_dazzle_rose
Razzmatazz,#e3256b,https://en.wikipedia.org/wiki/Rose_(color)#Razzmatazz
Razzmic Berry,#8d4e85,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Metallic_FX
Rebecca Purple,#663399,https://en.wikipedia.org/wiki/Eric_A._Meyer
Red,#ff0000,https://en.wikipedia.org/wiki/Red
Red Salsa,#fd3a4a,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Heads_'n_Tails
Red-Orange,#ff5349,https://en.wikipedia.org/wiki/Red-orange
Red-Purple,#e40078,https://en.wikipedia.org/wiki/Red-violet#Red-purple
Red-Violet,#c71585,https://en.wikipedia.org/wiki/Red-violet
Redwood,#a45a52,https://en.wikipedia.org/wiki/Shades_of_red#Redwood
Resolution Blue,#002387,https://en.wikipedia.org/wiki/Shades_of_blue#Resolution_blue
Rhythm,#777696,https://en.wikipedia.org/wiki/Blue-gray#Rhythm
Rich Black,#004040,https://en.wikipedia.org/wiki/Rich_black
Rifle Green,#444c38,https://en.wikipedia.org/wiki/Shades_of_green#Mint_green
Robin Egg Blue,#00cccc,https://en.wikipedia.org/wiki/Robin_egg_blue
Rocket Metallic,#8a7f80,https://en.wikipedia.org/wiki/Shades_of_gray#Rocket_metallic
Rojo Spanish Red,#a91101,https://en.wikipedia.org/wiki/Shades_of_red#Spanish_red
Roman Silver,#838996,https://en.wikipedia.org/wiki/Silver_(color)#Roman_silver
Rose,#ff007f,https://en.wikipedia.org/wiki/Rose_(color)
Rose Dust,#9e5e6f,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls
Rose Pompadour,#ed7a9b,https://en.wikipedia.org/wiki/Shades_of_pink#Rose_Pompadour
Rose Bonbon,#f9429e,https://en.wikipedia.org/wiki/Rose_(color)#Rose_bonbon
Rose Ebony,#674846,https://en.wikipedia.org/wiki/Rose_(color)#Rose_ebony
Rose Madder,#e32636,https://en.wikipedia.org/wiki/Alizarin
Rose Pink,#ff66cc,https://en.wikipedia.org/wiki/Rose_(color)#Rose_pink
Rose Quartz,#aa98a9,https://en.wikipedia.org/wiki/Rose_(color)#Rose_quartz
Rose Red,#c21e56,https://en.wikipedia.org/wiki/Rose_(color)#Rose_red
Rose Taupe,#905d5d,https://en.wikipedia.org/wiki/Taupe#Rose_taupe
Rose Vale,#ab4e52,https://en.wikipedia.org/wiki/Rose_(color)#Rose_vale
Rosewood,#65000b,https://en.wikipedia.org/wiki/Rose_(color)#Rosewood
Rosso Corsa,#d40000,https://en.wikipedia.org/wiki/Rosso_corsa
Rosy Brown,#bc8f8f,https://en.wikipedia.org/wiki/Rose_(color)#Rosy_brown
Royal Blue,#002366,https://en.wikipedia.org/wiki/Royal_blue
Royal Purple,#7851a9,https://en.wikipedia.org/wiki/Shades_of_purple#Royal_purple:_17th_century
Royal Yellow,#fada5e,https://en.wikipedia.org/wiki/Shades_of_yellow#Royal_yellow
Ruber,#ce4676,https://en.wikipedia.org/wiki/Ruby_(color)#Ruber
Rubine Red,#d10056,https://en.wikipedia.org/wiki/Ruby_(color)#Rubine_red
Ruby,#e0115f,https://en.wikipedia.org/wiki/Ruby_(color)
Ruby Red,#9b111e,https://en.wikipedia.org/wiki/Ruby_(color)#Ruby_red
Rufous,#a81c07,https://en.wikipedia.org/wiki/Rufous
Russet,#80461b,https://en.wikipedia.org/wiki/Russet_(color)
Russian Green,#679267,https://en.wikipedia.org/wiki/Shades_of_green#Russian_green
Russian Violet,#32174d,https://en.wikipedia.org/wiki/Shades_of_violet#Russian_violet
Rust,#b7410e,https://en.wikipedia.org/wiki/Rust_(color)
Rusty Red,#da2c43,https://en.wikipedia.org/wiki/Shades_of_red#Rusty_red
